Country,Population,Region,Year,State,City,Urban_Population,Rural_Population,Growth_Rate,Literacy_Rate,Density_per_km2,Birth_Rate,Death_Rate
India,10226310,Central,2020,Tamil Nadu,Hyderabad,9955305,3424002,2.7,91.31,707,19.22,10.58
India,3635435,Central,2002,Rajasthan,Chennai,2676980,3212266,3.33,75.72,1426,26.61,9.81
India,2367165,Northeast,2001,Rajasthan,Pune,526000,2907479,3.16,73.73,635,23.15,11.94
India,15181864,North,2001,Bihar,Hyderabad,8904740,2894000,0.95,68.48,461,13.87,8.46
India,849235,Central,2002,Rajasthan,Kolkata,5625908,5438840,2.38,88.48,619,14.29,8.6
India,12646610,Northeast,2017,Karnataka,Kolkata,1612187,4739414,3.49,93.85,893,16.99,14.42
India,7293520,Northeast,2013,Karnataka,Bangalore,5460626,550914,1.39,66.84,1269,20.76,14.19
India,10811021,East,2019,Tamil Nadu,Bangalore,8677963,4472047,2.4,76.02,162,23.57,14.01
India,10772351,South,2017,Rajasthan,Pune,4009707,1232142,3.22,86.96,586,13.46,9.15
India,7315341,Central,2009,Bihar,Delhi,4434936,5451728,3.2,82.26,261,13.07,12.5
India,14112660,South,2024,Karnataka,Chennai,3737019,4962065,1.46,88.53,360,10.25,14.4
India,6337206,Northeast,2001,Bihar,Delhi,7607137,7367094,0.78,60.57,93,12.26,14.67
India,5511730,North,2024,Gujarat,Hyderabad,6729608,3815559,2.44,91.9,633,25.04,7.43
India,737055,Northeast,2021,Maharashtra,Chennai,5378711,4103356,3.34,62.15,1306,11.11,7.15
India,13472577,Central,2000,Gujarat,Pune,6133080,4970701,2.02,75.59,1323,22.12,9.98
India,1471742,South,2003,Karnataka,Delhi,790689,2621481,1.87,69.65,514,22.02,13.7
India,18291510,East,2013,Karnataka,Hyderabad,2183293,7338611,3.09,92.49,97,29.85,10.28
India,11543605,East,2000,Karnataka,Mumbai,7443180,6212254,1.77,69.63,1300,23.55,12.92
India,14822593,Northeast,2013,Tamil Nadu,Hyderabad,4772258,8761510,2.54,73.07,938,23.99,9.74
India,18342913,North,2015,Tamil Nadu,Kolkata,4767450,4855164,1.67,91.09,1211,11.79,12.51
India,16218345,West,2021,Karnataka,Delhi,571928,622166,1.63,78.81,1024,27.53,7.66
India,1723783,Central,2013,Karnataka,Pune,4462814,3448928,1.06,91.44,245,16.4,13.24
India,6815837,Northeast,2019,Maharashtra,Pune,5153572,8479284,0.77,83.13,1036,16.25,12.97
India,16728093,East,2002,Maharashtra,Chennai,7900793,8128806,3.16,62.77,1182,19.31,7.25
India,522803,East,2002,Bihar,Chennai,6572308,4746926,1.04,75.22,375,24.15,13.73
India,1584851,North,2008,Rajasthan,Mumbai,3346940,3432577,0.69,66.17,187,15.89,6.18
India,14404158,East,2005,Bihar,Delhi,4532657,4024865,2.25,62.28,1315,25.55,12.69
India,643695,Central,2024,Tamil Nadu,Kolkata,5669557,7241604,2.14,73.08,1149,14.91,13.5
India,18473889,North,2012,UP,Pune,2652843,7016610,2.2,91.8,748,12.45,13.29
India,4140617,South,2020,Maharashtra,Pune,2592580,2223311,1.9,64.12,73,23.93,7.44
India,19490832,North,2001,Bihar,Mumbai,5251222,8019534,0.93,60.24,1146,28.43,5.81
India,4863417,Central,2007,Rajasthan,Bangalore,7043713,1358096,0.56,92.73,1406,28.19,5.29
India,5165068,Central,2020,Rajasthan,Pune,7680969,8524858,0.64,78.55,835,11.25,5.24
India,9584473,South,2001,Maharashtra,Hyderabad,7939671,4872611,3.33,79.55,977,17.83,10.11
India,17247345,Northeast,2003,Maharashtra,Bangalore,1985572,8438851,2.1,92.5,174,15.75,7
India,6399244,North,2024,Gujarat,Bangalore,3086423,3340658,1.7,84.51,836,19.09,13.71
India,11263351,Central,2014,UP,Mumbai,4353718,7846273,1.73,88.94,983,11.01,6.64
India,4396048,Central,2003,Maharashtra,Mumbai,4410028,9492691,2.46,86.97,1222,18.21,11.71
India,18707568,South,2012,Gujarat,Hyderabad,3695450,4743628,1.63,81.42,1001,29.22,14.18
India,5153555,West,2011,Rajasthan,Mumbai,3510768,6179701,2.89,84.09,362,21.34,14.65
India,6825951,North,2012,UP,Mumbai,1451557,8528063,1.28,79.62,866,14.35,13.59
India,3498196,Central,2013,Rajasthan,Mumbai,9957084,1871920,1.6,72.44,616,26.18,7.04
India,9994929,East,2019,Gujarat,Pune,3135738,1202998,3.3,69.99,51,17.95,10.29
India,4938362,South,2017,Rajasthan,Mumbai,1471170,4523723,1.28,66.16,1282,11.28,6.85
India,7205057,West,2005,Gujarat,Mumbai,6338596,3160909,2.48,72.39,1327,17.05,10.98
India,11708111,West,2010,UP,Kolkata,5057121,7009195,1.59,80.19,1316,26.28,7.39
India,8517351,South,2001,Maharashtra,Bangalore,1426144,5726293,1.91,80.56,1103,14.42,8.3
India,8786394,West,2022,Maharashtra,Bangalore,2417548,9829609,0.64,83.92,931,16.53,10.52
India,19316099,Central,2018,Bihar,Hyderabad,6892433,3469795,1,90.78,1384,15.43,6.22
India,14306140,West,2018,Maharashtra,Chennai,3005295,2851686,0.81,82.81,60,27.96,8.54
India,5798413,North,2004,Rajasthan,Hyderabad,6158433,9660693,3.03,65.98,468,15.88,8.4
India,8392490,East,2018,Maharashtra,Pune,7650504,3549367,3.39,60.9,1018,14.81,10.85
India,16043171,Central,2001,Maharashtra,Pune,3289274,66149,0.7,66.89,1162,28.54,10.72
India,10463929,South,2009,Bihar,Pune,5259371,247004,0.73,91.78,697,30,8.9
India,9167535,East,2024,UP,Delhi,6279460,1284454,2.16,79.87,1396,21.87,13.66
India,13814359,Northeast,2001,Bihar,Hyderabad,3537572,2944751,2.01,89.7,1035,28.7,11.43
India,4363399,Central,2010,Rajasthan,Kolkata,3753839,2384880,2.45,68.2,919,25.36,13.05
India,1001399,East,2017,Rajasthan,Hyderabad,7102841,9077410,2.71,84.85,1159,13.75,10.71
India,6431906,West,2023,Maharashtra,Mumbai,290984,6963192,2.89,85.61,1200,23.68,8.81
India,12214293,Northeast,2014,Karnataka,Mumbai,5224143,7189413,0.95,88.33,1353,25.8,8.8
India,9305211,South,2008,Maharashtra,Mumbai,6644082,8876440,0.61,78.74,1217,24.86,7.07
India,16212235,South,2022,Bihar,Chennai,2847299,1719850,3.17,87.77,735,20.6,13.33
India,2454710,North,2018,Gujarat,Kolkata,5521576,8804325,1.91,92.74,981,20.3,13.43
India,12181695,West,2008,Gujarat,Kolkata,2126871,8331194,3.41,93.51,187,26.44,6.09
India,15857231,North,2002,Bihar,Pune,7628325,4995322,2.1,64.39,908,23.78,13.31
India,19672869,North,2020,Tamil Nadu,Mumbai,3352768,7779564,2.03,81.85,322,25.86,13.21
India,16788345,West,2008,Rajasthan,Delhi,2948863,8134107,2.37,63.97,1020,14.15,11.03
India,19940175,Central,2013,Gujarat,Kolkata,4347277,9043176,1.01,92.29,490,29.33,12.46
India,4510745,Northeast,2018,Karnataka,Bangalore,7707081,7325799,1.26,93.44,764,24.66,14.21
India,13266713,North,2006,Bihar,Delhi,1663555,7397004,3.22,77.49,768,18.45,9.86
India,12499436,East,2015,Gujarat,Kolkata,2535489,200250,1.14,93.6,1011,21.98,12.77
India,15602975,Northeast,2015,Gujarat,Kolkata,5662113,8636284,1.2,86.82,1276,22.8,14.59
India,10671840,Central,2000,UP,Chennai,110636,5837325,2.03,84.36,1052,26.02,8.82
India,12780804,West,2003,Maharashtra,Mumbai,7304425,1099812,2.42,80.33,1219,24.02,9.47
India,8903372,South,2003,Gujarat,Hyderabad,7164504,4324357,0.5,74.24,1375,26.89,11.54
India,2300477,Central,2006,Gujarat,Kolkata,808453,2363923,1.87,93.73,278,17.9,9.99
India,13579652,North,2007,UP,Bangalore,9446362,4338860,1.7,66.9,289,18.43,7.61
India,4304567,East,2016,Rajasthan,Pune,8647514,489216,3.1,88.09,931,13.77,11.09
India,6964996,Northeast,2004,Bihar,Chennai,7468686,8684152,3.02,72.86,1203,20.31,12.6
India,1217208,West,2006,Bihar,Delhi,5929619,1205699,3.22,86.36,408,18.03,5.06
India,8251319,South,2019,UP,Kolkata,8802594,3834524,3.03,65.73,588,23.3,7.01
India,1372924,Northeast,2019,UP,Mumbai,7482900,7781199,2.86,73.07,1436,22.06,14.94
India,9499136,East,2003,Tamil Nadu,Chennai,4748525,4857642,3.08,93.12,1421,27.15,13.59
India,11667659,South,2005,Maharashtra,Chennai,3981141,543664,1.02,79.51,1101,13.37,14.95
India,7026192,West,2006,UP,Hyderabad,7503485,9323400,1.52,77.19,558,28.31,11.4
India,1820020,Northeast,2017,Maharashtra,Pune,8988993,8448318,2.55,86.32,1122,14.41,10.06
India,8581320,Central,2004,Gujarat,Hyderabad,5507151,7600126,3.27,74.6,399,24.41,5.32
India,12921493,North,2019,Karnataka,Hyderabad,4422237,3533680,2.5,77.26,156,19.96,8.45
India,15508874,West,2002,Bihar,Pune,948492,9803118,1.12,79.62,1164,24.05,9.14
India,15993416,East,2006,UP,Delhi,9708390,4645894,3.33,94.65,138,20.73,6.32
India,15281215,Central,2021,Karnataka,Hyderabad,1327775,620461,2.78,88.19,1072,23.05,8.95
India,12938437,Northeast,2013,Bihar,Pune,3914259,1016190,2.65,61.39,1077,25.04,7.25
India,17270388,South,2006,Tamil Nadu,Chennai,4513570,4931624,2.79,87.43,741,13.86,9.42
India,9430638,Central,2004,Bihar,Kolkata,932072,6536857,2.48,77.6,874,16.85,10.92
India,12918957,Central,2021,UP,Chennai,3208335,6769803,0.57,68.07,1379,27.34,11.67
India,18849279,East,2004,Karnataka,Pune,6517122,6897967,1.26,89.87,329,26.72,10.4
India,16689758,North,2022,Karnataka,Chennai,2462119,9333742,3.37,69.47,427,23.62,5.36
India,17585118,Central,2001,Karnataka,Kolkata,7278254,2727141,1.37,71.21,998,16.11,14.17
India,7213068,Central,2020,Bihar,Bangalore,8267172,2289339,2.81,62.2,834,14.13,13.26
India,416099,North,2021,Maharashtra,Bangalore,1169666,3586634,1.77,94.22,1105,10.97,11.03
India,7129981,North,2005,Rajasthan,Pune,8362846,2266206,3.22,87.84,421,28.68,13.54
India,10369935,South,2014,Maharashtra,Pune,5982697,5502876,2.17,65.18,615,22.72,13.69
India,12575186,Northeast,2020,Bihar,Delhi,1173825,7926960,2.4,77.13,365,18.26,7.28
India,15684890,South,2009,UP,Kolkata,22759,9747250,1.22,71.79,104,23.8,7.66
India,5945882,North,2022,Bihar,Pune,342837,8953227,0.67,61.13,413,19.16,5.71
India,15870184,West,2023,Maharashtra,Hyderabad,9141585,2171186,2.77,92.45,1054,17.01,10.53
India,5380605,North,2006,Bihar,Chennai,1535147,4557472,0.7,89.38,1007,20.02,12.16
India,4354979,South,2004,Karnataka,Hyderabad,3932794,1203130,2.67,94.54,1004,24.73,6.12
India,14711065,East,2000,UP,Pune,5637018,2079544,2.17,68.49,1021,26.75,9.69
India,3006181,East,2012,Rajasthan,Chennai,6291620,1535269,2.96,84.48,951,11.99,13.15
India,5508076,Northeast,2020,UP,Bangalore,4577583,1167107,1.12,64.14,1489,11.3,11.65
India,15354008,Central,2017,Tamil Nadu,Chennai,1877904,6461547,2.12,75.1,684,16.81,10.63
India,12929420,East,2012,Rajasthan,Delhi,6812872,6019896,2.34,89.64,705,10.78,10.28
India,8021391,South,2020,Bihar,Mumbai,290793,2517142,0.72,60.28,1438,19.9,8.7
India,17843703,East,2020,Gujarat,Kolkata,869938,6871323,2.72,76.82,744,26.48,9.37
India,6484548,West,2017,Gujarat,Chennai,4010780,9930905,1.67,75.21,429,16.95,7.91
India,3778489,North,2004,Rajasthan,Pune,8219531,5319558,0.89,84.18,140,19.52,11.74
India,9659533,North,2012,Rajasthan,Delhi,6398688,8227930,1.66,68.33,117,21.49,11.44
India,10491909,South,2003,Rajasthan,Bangalore,5259462,3871638,0.79,66.06,1229,28.27,7.02
India,12648587,Central,2016,Gujarat,Bangalore,8256275,5614166,3.16,82.77,96,28.53,7.68
India,16783956,North,2002,Karnataka,Mumbai,6640744,8907959,1.87,82.44,1438,22.64,14.86
India,13799872,East,2016,Gujarat,Pune,8644772,2200219,0.91,86.31,315,10.2,6.04
India,17954021,West,2010,Bihar,Hyderabad,6623378,1138947,1.26,68.64,1326,13.79,11.94
India,19631876,Central,2020,Tamil Nadu,Hyderabad,5247786,247660,2.67,60.57,750,14.03,10.16
India,5644181,Central,2019,Tamil Nadu,Chennai,3328877,7584771,2.86,90.73,1411,21.98,5.78
India,9707503,Central,2022,Bihar,Bangalore,3982023,2765797,0.62,67.22,134,24.15,5.59
India,18505791,North,2020,Gujarat,Delhi,3064055,4750204,0.68,74.63,876,11.78,13.02
India,8024410,Northeast,2003,Bihar,Mumbai,9018227,6125540,3.25,76.4,907,15.79,11.17
India,6278462,Central,2001,Rajasthan,Hyderabad,2622575,4810350,1.49,66.56,577,20.14,5.45
India,8390134,South,2019,Rajasthan,Chennai,1591544,4224551,1.08,78.23,1237,25.43,7.88
India,7067718,East,2015,Bihar,Chennai,6694368,4471700,0.87,92,68,16.89,7.59
India,11348657,Northeast,2017,Rajasthan,Bangalore,5958239,6176854,1.93,69.5,788,19.94,10.61
India,6111598,West,2007,Maharashtra,Delhi,4736098,5381400,2.81,78.21,856,19.92,7.41
India,9541979,East,2002,Tamil Nadu,Delhi,2735743,2711783,2.06,70.8,1062,28.54,12.95
India,8347714,South,2008,UP,Hyderabad,6880321,3835855,0.56,94.33,1110,26.9,7.38
India,17561759,South,2019,Gujarat,Chennai,9362296,6104833,1.95,67.72,1258,27.16,9.51
India,12736757,Northeast,2005,Gujarat,Bangalore,2587146,2114751,1.43,63.83,1350,13.33,9.22
India,1410706,East,2009,Maharashtra,Delhi,5793762,5735363,2.55,64.99,1313,28.02,5.72
India,9399313,North,2020,Karnataka,Chennai,5178790,3800484,2.07,72.85,1170,17.87,8.9
India,13593731,South,2009,UP,Delhi,1074953,8138393,3.4,79.35,1254,20.89,9.08
India,16116180,Central,2012,UP,Mumbai,2573506,8306993,2.29,83.38,1210,22.29,6.46
India,4037338,West,2016,UP,Delhi,8660487,3927820,2.4,79.68,656,18.6,13.85
India,3449458,West,2008,Rajasthan,Delhi,6066488,301354,2.06,91.69,1159,16.86,8.73
India,19846900,South,2016,Tamil Nadu,Chennai,5944891,5971305,1.43,72.61,168,14.96,13.48
India,10765093,Central,2023,Karnataka,Delhi,5712996,6157475,2.39,84.93,1130,20.27,10.82
India,15302918,East,2008,Maharashtra,Delhi,5575098,6430628,1.5,69.39,695,26.75,5.1
India,11408815,West,2008,Rajasthan,Mumbai,4532587,9901022,2.65,83.86,396,25.3,11.83
India,15076292,Central,2000,Karnataka,Delhi,4647793,5652693,1.21,92.4,1160,20.2,9.04
India,14099471,Central,2001,Gujarat,Delhi,2856465,8477408,1.6,94.24,143,16.86,12.32
India,298595,North,2015,Maharashtra,Chennai,8378749,6438541,2.25,85.54,1268,10.25,11.89
India,10390969,South,2000,Rajasthan,Bangalore,9267018,9941096,2.39,92.99,389,14.15,12.39
India,8018737,Central,2009,Tamil Nadu,Mumbai,2642045,3215394,2.51,83.82,676,13.74,11.92
India,8244563,East,2017,Gujarat,Delhi,7411297,8149931,2.6,93.71,1478,21.77,5.21
India,2326881,West,2007,Karnataka,Bangalore,9132080,5819255,1.45,91.43,1472,28.42,14.65
India,7529602,North,2020,UP,Chennai,1860748,4172119,3.18,63.73,994,16.32,9.64
India,6546195,East,2010,Karnataka,Mumbai,6497190,1343491,0.59,76.59,1448,25.86,13.91
India,15414217,West,2022,Gujarat,Pune,593717,7944659,1.07,72.16,1251,16.59,6.65
India,17747416,South,2001,Rajasthan,Chennai,9213481,7703982,0.71,60.94,758,29.28,8.57
India,9278879,East,2007,Rajasthan,Bangalore,9816953,1564135,2.51,76.34,602,13.9,14.74
India,9476371,West,2021,Tamil Nadu,Mumbai,9682491,8250000,1.32,65.19,1157,18.14,13.75
India,12387210,North,2007,Tamil Nadu,Delhi,6249091,2989670,1.1,61.28,327,12.99,12.98
India,19643516,West,2016,Tamil Nadu,Bangalore,5344554,586754,1.94,75.58,556,14.52,7.9
India,1228152,Central,2014,Maharashtra,Chennai,7759784,5932165,2.36,68.13,424,12.12,12.05
India,3573700,North,2016,Karnataka,Mumbai,4602095,6378060,2.36,92.74,397,12.19,7.41
India,2157154,East,2022,UP,Bangalore,8487280,7933082,2.17,88.44,298,22.57,11.71
India,10271325,Northeast,2023,Rajasthan,Kolkata,6753110,3314949,3.48,93.47,652,25.68,14.67
India,18673614,South,2012,UP,Pune,9485893,1173565,3.08,90.85,510,11.62,8.5
India,19099876,North,2018,Bihar,Bangalore,8872545,2881841,1.22,85.48,1007,14.43,9.88
India,17304914,North,2004,Tamil Nadu,Chennai,1524730,4491779,2.78,80.92,767,16.42,9
India,3182196,North,2011,Gujarat,Chennai,303090,3158763,2.21,62.29,699,28.74,6
India,8969537,West,2000,UP,Delhi,8362250,146730,0.71,69.3,1019,21.96,14.51
India,19982910,Central,2022,Tamil Nadu,Delhi,3591352,2592859,0.65,84.88,1452,12.15,8.87
India,19144790,Northeast,2004,UP,Bangalore,5277893,1098518,2.9,74.04,196,17.39,14.61
India,10535460,South,2007,Karnataka,Chennai,420204,9342490,2.13,71.39,137,24.3,12.2
India,13128433,South,2012,Bihar,Kolkata,6632754,6471791,2.21,63.64,1306,29.56,7.21
India,14021815,Central,2007,Tamil Nadu,Bangalore,3745410,5669032,1.51,62.46,604,24.77,11.07
India,11294672,West,2024,Maharashtra,Kolkata,5749816,7917312,3.29,67.35,370,13.62,5.91
India,9492143,West,2022,Maharashtra,Hyderabad,2527848,5523217,2.64,89.21,844,26.38,6.96
India,6237641,Central,2010,UP,Pune,1736156,3996136,3.28,83.21,697,10.07,6.06
India,10848706,Central,2000,Rajasthan,Chennai,606674,8905801,0.8,71.93,77,19.65,5.65
India,13638164,East,2012,Karnataka,Kolkata,8442542,6659048,2.25,62.14,605,16.9,11.19
India,16427053,West,2018,Gujarat,Hyderabad,450293,731147,2.41,66.59,524,28.93,7.7
India,14715941,North,2023,Rajasthan,Kolkata,6073580,339940,0.88,75.75,457,10.92,12.57
India,16164579,South,2002,Tamil Nadu,Hyderabad,1054544,2217353,1.54,65.36,1266,15.11,8.36
India,6396502,West,2023,Bihar,Chennai,9233341,2806021,1.14,86.69,1437,15.2,13.71
India,13672001,Central,2016,Karnataka,Delhi,7138740,2978020,3.45,87.6,313,18.47,9.42
India,1455313,North,2004,UP,Bangalore,5006584,491232,2.13,64.79,542,28.47,8.51
India,10963070,East,2019,Karnataka,Mumbai,2897013,7794361,1.45,85.44,689,23.05,5.41
India,4411502,Northeast,2020,Bihar,Mumbai,7755789,5016110,2.49,77.93,51,12.43,12.3
India,4213121,East,2007,Karnataka,Pune,9544904,3534378,2.48,93.68,928,26.5,14.76
India,4585484,North,2013,Tamil Nadu,Kolkata,4928930,6946905,1.54,87.56,195,22.6,7.61
India,3736788,North,2003,UP,Chennai,709276,1282572,3.48,80.49,512,10.32,11.54
India,12550426,Central,2010,Bihar,Kolkata,1705911,3866099,2.93,81.13,1198,28.37,11.75
India,19500599,Northeast,2019,UP,Delhi,7561352,6938953,1.7,66.26,1262,10.95,9.41
India,17158228,Central,2014,Gujarat,Delhi,4032375,6555364,2.48,91.28,473,22.2,8.43
India,9116186,South,2018,Tamil Nadu,Delhi,3705896,3729088,2.63,79.57,53,22.02,5.52
India,13258324,Northeast,2006,Bihar,Mumbai,2542638,1036306,1.02,80.09,1393,22.18,14.5
India,7001775,Northeast,2018,Gujarat,Hyderabad,1340919,3598027,3.13,80.14,216,26.97,10.1
India,12846963,South,2018,Gujarat,Pune,6108315,3860856,2.98,69.67,768,12.47,8.06
India,6779806,East,2010,Gujarat,Kolkata,8186410,4142484,2.77,88.42,510,20.69,13.82
India,8988770,North,2004,Bihar,Mumbai,6320254,3799534,1.17,90.18,315,21.47,6.38
India,19579663,East,2004,UP,Delhi,8436887,3925331,0.91,70.08,1451,17.95,12
India,18195953,Central,2021,Karnataka,Mumbai,7065549,273196,1.04,75.46,278,20.56,6.17
India,15475040,West,2007,Karnataka,Mumbai,8469324,4382534,0.78,66.27,1437,20.02,12.3
India,4528903,Central,2009,Gujarat,Pune,8974860,3277933,3.32,68.35,467,25.18,11.03
India,11903513,West,2005,Maharashtra,Bangalore,2245397,3664734,3.05,71.76,780,12.92,10.7
India,18379086,North,2014,Maharashtra,Chennai,194394,2589747,0.77,91.57,547,10.59,10.63
India,3385160,North,2015,Bihar,Kolkata,2340536,3118127,2.53,81.92,1188,28.63,9.37
India,4236321,Northeast,2016,UP,Hyderabad,7357199,5505672,1.24,80.58,1083,16.27,13.96
India,8339681,North,2007,Bihar,Kolkata,9123499,6749618,0.55,93.14,1449,25.83,5.37
India,15099132,South,2007,UP,Bangalore,5420148,9294069,1.38,87.7,254,16.39,13.77
India,7200669,South,2024,Tamil Nadu,Chennai,6306105,3039337,1.82,60.56,260,10.08,9.25
India,9728391,West,2008,Maharashtra,Delhi,3776401,4483175,0.56,64.35,925,14.31,8.29
India,6205343,East,2001,Bihar,Pune,9777643,6406396,1.47,68.67,854,12.11,10.96
India,14858369,Northeast,2014,Rajasthan,Pune,2837316,679789,2.6,70.64,418,26.45,7.17
India,14404489,East,2017,Tamil Nadu,Bangalore,8782324,2491626,1.19,89.19,751,13.42,9.46
India,1730913,West,2002,Karnataka,Kolkata,4853186,5519805,1.95,86.95,186,29.87,11.27
India,9281329,South,2016,Maharashtra,Chennai,5144709,8970121,3.16,65.09,1446,22.25,8.74
India,17108313,Central,2003,UP,Pune,6778319,9253313,0.59,78.69,1140,16.46,8.18
India,19003298,Northeast,2003,Gujarat,Bangalore,474215,3756486,2.86,63.82,1077,20.1,10.9
India,4587229,West,2013,Karnataka,Pune,8893750,6648400,1.65,66.05,1102,29.23,11.25
India,10676691,East,2008,Karnataka,Mumbai,7270591,5868676,2.12,68.48,80,22.72,8.13
India,14234940,West,2008,Tamil Nadu,Mumbai,235126,5819287,1.19,91.69,493,25.07,11.49
India,11449772,West,2024,Rajasthan,Bangalore,42710,2220041,2.24,72.8,71,19.87,13.43
India,5002034,North,2022,Bihar,Kolkata,7226215,6815396,2.69,92.05,153,20.65,6.13
India,19285763,South,2017,Gujarat,Bangalore,9967434,2937224,1.1,86.28,221,29.68,14.39
India,3470690,Northeast,2009,Bihar,Kolkata,714669,6577584,1.53,86.23,685,22.09,5.67
India,18147271,North,2020,Tamil Nadu,Hyderabad,445997,9577933,2.2,88.12,980,20.84,10.24
India,14183059,South,2003,Karnataka,Delhi,3958403,2665364,1.75,63.36,445,27.47,14.03
India,367152,West,2011,Maharashtra,Mumbai,3567304,8865111,1.38,88.51,1434,18.98,7.56
India,7646477,South,2007,Karnataka,Pune,4855559,8722555,1.86,68.84,907,19.47,11.97
India,16901132,East,2001,Tamil Nadu,Bangalore,8917646,8915106,1.37,94.44,1290,24.2,5.42
India,14340924,Northeast,2021,Karnataka,Chennai,8276851,2750318,1.41,89.69,209,13.2,9.81
India,13656497,North,2012,Gujarat,Pune,9312389,1249167,2.33,94.88,1175,12.6,11.26
India,6120517,Northeast,2020,Karnataka,Delhi,4904719,5557257,1.93,92.8,1265,22.37,10.39
India,12222207,West,2015,Karnataka,Chennai,6719740,3647986,2.53,72.59,1004,13.67,6.78
India,659003,East,2001,Karnataka,Pune,384813,3719425,3.01,92.96,1009,18.71,5.21
India,19160944,South,2010,Maharashtra,Delhi,9574459,5736476,3.33,71.56,1428,26.09,9.48
India,15807040,South,2009,UP,Chennai,9676654,2013399,0.95,83.07,225,16.2,6.81
India,10488985,East,2014,UP,Mumbai,689237,562561,2.38,88.65,870,24.85,8.65
India,12307042,South,2016,Bihar,Bangalore,6197210,3280196,2.25,73.37,1233,16.56,13.41
India,11671446,North,2007,UP,Kolkata,8057076,6147088,3.1,67.14,410,10.8,10.49
India,15020770,Central,2017,UP,Pune,2437783,6169558,3.19,91.32,884,11.83,5.82
India,16845726,South,2022,UP,Bangalore,4148837,3937177,2.78,63.61,655,18.68,12.17
India,12170232,West,2008,Rajasthan,Hyderabad,3252488,3425087,2.29,72.77,797,16.36,9.5
India,3510054,South,2024,Karnataka,Pune,3204910,6422475,1.1,78.92,1236,19.38,5.41
India,13392899,Northeast,2007,Rajasthan,Bangalore,2817537,4427624,1.33,88.17,875,20.46,12.22
India,11086931,West,2013,Karnataka,Kolkata,6533761,1921567,2.31,90.41,1295,28.85,13.86
India,13359699,South,2024,Gujarat,Pune,9712326,979227,0.92,77.91,178,19.44,12.47
India,17763448,South,2017,Maharashtra,Mumbai,8652261,669907,1.05,80.07,570,27.15,14.78
India,2018487,West,2021,Rajasthan,Delhi,5664959,5834391,3.23,89.88,427,27.01,6.57
India,14815898,North,2019,Karnataka,Delhi,7446971,2768429,3.37,76.35,354,27.75,10.65
India,1469702,Central,2019,Karnataka,Bangalore,1500665,8493916,0.52,79.57,1397,20.76,5.92
India,16879964,Central,2020,UP,Chennai,7773347,1681248,3.09,60.65,479,15.72,14.76
India,12429789,North,2011,Maharashtra,Bangalore,7486778,1908341,3.31,93.29,773,25.73,7.15
India,9549835,South,2018,Maharashtra,Pune,6314355,612413,2.08,79.84,1494,16.45,14.42
India,16855885,Central,2013,UP,Delhi,7333827,2898746,1.85,85.47,413,27.92,9.58
India,11984834,North,2016,Rajasthan,Kolkata,1251108,6828639,3.26,68.68,382,12.1,12.94
India,18796603,North,2023,UP,Pune,9937794,7388500,0.52,82.98,130,23.56,14.55
India,12866582,Central,2020,Maharashtra,Hyderabad,7724470,9793135,3.02,76.1,837,19.63,7.33
India,14502475,West,2002,Tamil Nadu,Delhi,6346972,1855401,1.39,63.94,1496,22.14,13.16
India,10306299,East,2022,UP,Chennai,1762208,9228474,2.42,89.06,1344,12.22,13.89
India,6367197,West,2006,UP,Chennai,8222782,4523425,1.47,89.38,1321,29.43,10.52
India,18029150,South,2016,Maharashtra,Hyderabad,3521365,4860818,2.07,62.23,1426,24.29,11.74
India,9615697,West,2011,Rajasthan,Pune,469441,3533442,2.92,73.67,1038,15.7,9.43
India,5058029,Northeast,2008,Tamil Nadu,Pune,9849507,1323603,1.04,69.85,505,27.79,9.25
India,19427233,East,2014,Gujarat,Pune,6228303,6475327,2.49,78.07,1127,19.06,6.59
India,9761646,East,2017,Tamil Nadu,Kolkata,4472400,4428316,3.2,77.11,281,13.72,11.89
India,8356411,North,2020,Bihar,Chennai,5734363,1323887,3.2,82.97,955,18.61,6.67
India,19189567,Northeast,2012,Tamil Nadu,Bangalore,1722772,1541616,3.18,68.66,994,16.39,6.82
India,695452,South,2020,UP,Bangalore,6535677,1312060,2.06,67.76,562,24.17,10.03
India,1705443,North,2007,Karnataka,Kolkata,9083753,6512627,2.8,85.32,81,10.43,9.58
India,16440320,West,2013,Maharashtra,Kolkata,646693,53059,1.84,94.17,63,27.6,11.49
India,5778790,West,2007,Gujarat,Kolkata,6542059,2616270,1.88,93.12,1357,18.65,10.22
India,1440688,Central,2013,UP,Delhi,4771024,847991,1.35,87.72,1497,12.26,8.15
India,15182898,North,2006,Gujarat,Mumbai,3715670,2838218,1.36,62.36,1228,25.36,5.58
India,18295052,Northeast,2022,Maharashtra,Bangalore,5382856,4220815,0.61,68.32,1453,29.77,10.89
India,3348771,North,2011,Gujarat,Bangalore,3308541,2897747,2.09,84.14,1344,28.05,9.89
India,18656134,North,2010,Tamil Nadu,Pune,5101515,2825556,1.43,70.35,750,13.29,5.81
India,7388298,North,2021,Maharashtra,Kolkata,504863,9143907,1.06,73.78,806,14.33,11.99
India,14621551,East,2021,UP,Pune,3567548,4565668,0.87,93.38,495,29.75,7.55
India,2220972,Central,2010,Karnataka,Kolkata,9048422,5462427,1.54,63.02,178,14.05,5.34
India,19557718,South,2024,UP,Hyderabad,6012020,2893089,3.2,90.14,1064,16.03,5.11
